datetime,open,high,low,close,volume,average,barCount,start_time,VIX,QQQ_close,returns,volatility_20,volume_ma_ratio,close_QQQ_spread
2023-04-13 12:00:00-04:00,68.47,68.84,68.46,68.52,239800.0,68.65,1595,2023-04-13 12:00:00-04:00,18.1,317.71,0.0008764241893075564,0.010711185487691519,0.7714103362551277,-249.19
2023-04-13 13:00:00-04:00,68.54,68.67,68.09,68.67,270000.0,68.324,1195,2023-04-13 13:00:00-04:00,18.17,318.78,0.002189141856392407,0.010644765689687367,0.8324233199385116,-250.10999999999996
2023-04-13 14:00:00-04:00,68.67,68.75,68.25,68.6,201353.0,68.515,1192,2023-04-13 14:00:00-04:00,18.0,319.14,-0.0010193679918452103,0.010660160331050708,0.6020928357402485,-250.54
2023-04-13 15:00:00-04:00,68.6,68.74,67.98,68.08,681149.0,68.274,4383,2023-04-13 15:00:00-04:00,17.84,319.27,-0.007580174927113603,0.010757671428179868,1.8489240991316842,-251.19
2023-04-13 16:00:00-04:00,68.08,68.1,68.08,68.1,223971.0,68.08,25,2023-04-13 16:00:00-04:00,17.8,318.55,0.00029377203290237297,0.009737719067682648,0.5931439308421153,-250.45000000000002
2023-04-13 17:00:00-04:00,68.19,68.19,67.88,67.88,720.0,68.059,4,2023-04-13 17:00:00-04:00,17.8,318.6,-0.0032305433186490262,0.009789282509044433,0.0021481094622879246,-250.72000000000003
2023-04-13 18:00:00-04:00,67.88,67.88,67.88,67.88,0.0,67.88,0,2023-04-13 18:00:00-04:00,17.8,318.86,0.0,0.009784514048555883,0.0,-250.98000000000002
2023-04-13 19:00:00-04:00,67.88,67.88,67.88,67.88,0.0,67.88,0,2023-04-13 19:00:00-04:00,17.8,318.75,0.0,0.00750019478639657,0.0,-250.87
2023-04-14 07:00:00-04:00,67.6,67.68,67.6,67.68,200.0,67.64,2,2023-04-14 07:00:00-04:00,17.94,317.67,-0.0029463759575719672,0.007525063776705538,0.0007926596545351427,-249.99
2023-04-14 08:00:00-04:00,67.31,68.41,67.28,67.55,1109.0,67.638,9,2023-04-14 08:00:00-04:00,17.95,317.15,-0.001920803782506031,0.007456544315006087,0.0048116576616211515,-249.59999999999997
2023-04-14 09:00:00-04:00,67.5,68.97,66.75,68.73,224020.0,67.907,1060,2023-04-14 09:00:00-04:00,17.95,319.88,0.01746854182087354,0.00823523044311914,1.0246448538948008,-251.14999999999998
2023-04-14 10:00:00-04:00,68.64,68.97,67.02,67.41,401437.0,67.698,1733,2023-04-14 10:00:00-04:00,17.7,317.65,-0.01920558707987785,0.009219822995258826,1.9876410227337151,-250.23999999999998
2023-04-14 11:00:00-04:00,67.4,67.57,66.64,66.9,224068.0,67.089,1204,2023-04-14 11:00:00-04:00,17.63,317.33,-0.007565643079661677,0.009379540059693124,1.114920372071361,-250.42999999999998
2023-04-14 12:00:00-04:00,66.89,67.04,66.09,66.32,237923.0,66.545,1397,2023-04-14 12:00:00-04:00,17.89,315.93,-0.008669656203288634,0.009586893738201728,1.1177592854548897,-249.61
2023-04-14 13:00:00-04:00,66.29,66.75,66.19,66.69,226279.0,66.44,1415,2023-04-14 13:00:00-04:00,17.43,316.83,0.005579010856453737,0.009668349255713806,1.0095415662552503,-250.14
2023-04-14 14:00:00-04:00,66.71,67.14,66.5,66.94,193895.0,66.917,1057,2023-04-14 14:00:00-04:00,17.32,318.26,0.0037486879592143474,0.009637028489955285,0.8294126994956877,-251.32
2023-04-14 15:00:00-04:00,66.93,67.48,66.45,67.32,457667.0,67.17,3154,2023-04-14 15:00:00-04:00,17.09,318.57,0.00567672542575437,0.008278372804021324,1.7844041114824176,-251.25
2023-04-14 16:00:00-04:00,67.32,67.56,67.3,67.5,423436.0,67.325,56,2023-04-14 16:00:00-04:00,17.07,319.0,0.002673796791443861,0.008204828703874241,1.6215130524723962,-251.5
2023-04-14 17:00:00-04:00,67.5,67.5,67.49,67.49,202.0,67.495,2,2023-04-14 17:00:00-04:00,17.07,318.73,-0.00014814814814823052,0.007413779646696923,0.000889734185305203,-251.24
2023-04-14 18:00:00-04:00,67.5,67.5,67.5,67.5,100.0,67.5,1,2023-04-14 18:00:00-04:00,17.07,318.85,0.00014817009927403646,0.007140186834731823,0.0004990855505000962,-251.35000000000002
2023-04-14 19:00:00-04:00,67.4,67.6,67.4,67.4,1098.0,67.506,5,2023-04-14 19:00:00-04:00,17.07,318.9,-0.001481481481481417,0.007132569739800783,0.005827055848190866,-251.49999999999997
2023-04-17 07:00:00-04:00,67.32,67.32,67.32,67.32,866.0,67.32,3,2023-04-17 07:00:00-04:00,17.63,318.57,-0.001186943620178238,0.007097982394672344,0.004949288368343643,-251.25
2023-04-17 08:00:00-04:00,67.87,67.87,66.93,66.94,900.0,67.404,2,2023-04-17 08:00:00-04:00,17.72,318.48,-0.00564468211527025,0.0071746702954048076,0.005456132693147098,-251.54000000000002
2023-04-17 09:00:00-04:00,67.3,68.97,67.06,68.95,405699.0,68.279,2050,2023-04-17 09:00:00-04:00,17.74,318.15,0.03002688975201684,0.009845401922664886,2.6835582866724654,-249.2
2023-04-17 10:00:00-04:00,68.95,69.43,68.12,68.38,423304.0,68.887,2287,2023-04-17 10:00:00-04:00,17.33,317.58,-0.00826686004350985,0.010047134230605315,2.626832847077017,-249.2
2023-04-17 11:00:00-04:00,68.39,69.38,68.2,69.13,357275.0,68.931,2401,2023-04-17 11:00:00-04:00,17.39,316.73,0.010968119333138349,0.0102868305852059,1.9962407926518895,-247.60000000000002
2023-04-17 12:00:00-04:00,69.11,69.62,69.04,69.28,221094.0,69.314,1353,2023-04-17 12:00:00-04:00,17.29,316.91,0.0021698249674526604,0.010287585238183478,1.16347749759773,-247.63000000000002
2023-04-17 13:00:00-04:00,69.28,69.48,69.0,69.05,165284.0,69.246,1139,2023-04-17 13:00:00-04:00,17.27,316.59,-0.0033198614318706854,0.01033246424491588,0.8335350552314558,-247.53999999999996
2023-04-17 14:00:00-04:00,69.03,69.53,69.02,69.5,211597.0,69.238,1390,2023-04-17 14:00:00-04:00,17.01,317.7,0.006517016654598251,0.010363439913639813,1.013091617864659,-248.2
2023-04-17 15:00:00-04:00,69.52,69.85,69.13,69.84,787816.0,69.615,4300,2023-04-17 15:00:00-04:00,16.94,318.79,0.004892086330935408,0.010361258621670408,3.1741432243611953,-248.95000000000002
2023-04-17 16:00:00-04:00,69.84,69.84,69.41,69.8,478521.0,69.839,24,2023-04-17 16:00:00-04:00,16.95,318.6,-0.000572737686139857,0.009680929550480463,1.8339544934799743,-248.8
2023-04-17 17:00:00-04:00,69.7,69.7,69.7,69.7,598.0,69.7,1,2023-04-17 17:00:00-04:00,16.95,318.7,-0.0014326647564468775,0.008488546351312312,0.0024825525954506183,-249.0
2023-04-17 18:00:00-04:00,69.8,69.8,69.79,69.8,600.0,69.8,2,2023-04-17 18:00:00-04:00,16.95,318.59,0.0014347202295552641,0.008205006109882626,0.0026120151827735854,-248.78999999999996
2023-04-17 19:00:00-04:00,69.65,69.84,69.65,69.84,210.0,69.74,2,2023-04-17 19:00:00-04:00,16.95,318.5,0.0005730659025788842,0.007814181489856046,0.0009640897236987716,-248.66
2023-04-18 04:00:00-04:00,70.0,70.01,70.0,70.0,1405.0,70.001,9,2023-04-18 04:00:00-04:00,16.92,320.15,0.002290950744558984,0.00778312713696468,0.006801293552785178,-250.14999999999998
2023-04-18 05:00:00-04:00,70.0,70.0,70.0,70.0,0.0,70.0,0,2023-04-18 05:00:00-04:00,16.86,320.85,0.0,0.0077954189092024175,0.0,-250.85000000000002
2023-04-18 06:00:00-04:00,70.0,70.0,70.0,70.0,0.0,70.0,0,2023-04-18 06:00:00-04:00,16.82,320.65,0.0,0.00776799055560366,0.0,-250.64999999999998
2023-04-18 07:00:00-04:00,70.26,70.8,70.26,70.6,2319.0,70.424,9,2023-04-18 07:00:00-04:00,16.91,321.0,0.008571428571428452,0.007906339918512344,0.015162372731528583,-250.4
